participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.age,player.sex,player.completion_code,player.answered_time,player.response,player.bot_choice,player.Q,player.Q_1,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,112,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,113,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,114,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,115,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,116,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,117,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,118,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,119,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,120,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,121,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,122,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,123,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,124,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,125,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,126,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,127,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,128,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,129,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,130,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,131,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,132,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,133,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,134,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,135,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,136,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,137,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,138,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,139,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,140,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,141,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,142,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,143,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,144,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,145,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,146,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,147,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,148,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,149,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,150,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,151,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,152,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,153,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,154,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,155,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,156,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,157,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,158,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,159,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,160,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,161,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,162,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,163,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,164,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,165,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,166,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,167,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,168,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,169,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,170,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,171,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,172,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,173,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,174,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,175,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,176,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,177,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,178,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,179,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,180,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,181,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,182,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,183,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,184,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,185,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,186,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,187,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,188,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,189,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,190,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,191,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,192,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,193,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,194,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,195,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,196,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,197,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,198,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,199,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,200,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,201,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,202,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,203,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,204,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,205,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,206,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,207,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,208,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,209,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,210,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,211,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,212,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,213,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,214,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,215,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,216,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,217,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,218,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,219,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,220,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,221,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,222,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,223,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,224,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,225,l1694oqo,,,,,1
